email,domain,business_name,peptides,city,state,phone,website,source
info@biorevivespa.com,biorevivespa.com,biorevivespa.com,"semaglutide, tirzepatide and NAD+",Newport Beach,CA,(949) 220-7221; (949) 867-7833,https://biorevivespa.com/,seed_2026-09-12
info@alchemywellness.health,alchemywellness.health,Alchemy Wellness,"semaglutide, tirzepatide and NAD+",Dallas,TX,(214) 319-8709,https://alchemywellness.health/,seed_2026-09-12
hello@babyfacellc.com,babyfacellc.com,Scottsdale Med Spa,peptide therapy,Scottsdale,AZ,(480) 405-8241; (480) 630-3778; (480) 788-5345,https://babyfacellc.com/,seed_2026-09-12
info@theaestheticranch.com,theaestheticranch.com,The Aesthetic Ranch,"semaglutide, tirzepatide and sermorelin",Fort Lauderdale,FL,(800) 368-1019; (954) 247-8527,https://theaestheticranch.com/,seed_2026-09-12
contact@mybiospa.com,mybiospa.com,BioSpa,semaglutide and tirzepatide,Newport Beach,CA,(949) 732-3888,https://mybiospa.com/,seed_2026-09-12
info@amerejuve.com,amerejuve.com,Amerejuve Medspa,"semaglutide, tirzepatide and NAD+",Houston,TX,(713) 960-6262; (770) 509-0000,https://amerejuve.com/,seed_2026-09-12
alicia@southfloridatrimclinic.com,southfloridatrimclinic.com,Arizona Trim Clinic,"semaglutide, tirzepatide and NAD+",Naples,FL,(239) 422-6350,https://southfloridatrimclinic.com/,seed_2026-09-12
caroline@thefortlauderdalemedspa.com,thefortlauderdalemedspa.com,The Fort Lauderdale MedSpa,"semaglutide, tirzepatide and BPC-157",Fort Lauderdale,FL,(954) 560-1380,https://thefortlauderdalemedspa.com/,seed_2026-09-12
info@revive.md,revive.md,Revive Med Spa,GLP-1s and GHK-Cu,San Diego,CA,(619) 293-7233,https://revive.md/,seed_2026-09-12
info@vivwellness.com,vivwellness.com,vivwellness.com,"semaglutide, tirzepatide and NAD+",Dallas,TX,(844) 848-5893; (972) 803-3957,https://vivwellness.com/,seed_2026-09-12
amwc.support@arrowheadmedwc.com,arrowheadmedwc.com,arrowheadmedwc.com,semaglutide and tirzepatide,Phoenix,AZ,(602) 694-5603; (623) 323-2891; (790) 568-2049,https://arrowheadmedwc.com/,seed_2026-09-12
info@brazeliamedspa.com,brazeliamedspa.com,brazeliamedspa.com,"semaglutide, tirzepatide and NAD+",Boca Raton,FL,(561) 353-2265; (561) 353-2267,https://brazeliamedspa.com/,seed_2026-09-12
info@spa26.com,spa26.com,spa26.com,"semaglutide, tirzepatide and GLP-1s",Beverly Hills,CA,(310) 683-7537; (424) 766-5747,https://spa26.com/,seed_2026-09-12
info@kiyanimedspa.com,kiyanimedspa.com,Kiyani Aesthetics,"semaglutide, tirzepatide and NAD+",Tampa,FL,(813) 618-3119,https://kiyanimedspa.com/,seed_2026-09-12
jenn@totalbodyaesthetic.com,totalbodyaesthetic.com,Total Body Aesthetic,"semaglutide, tirzepatide and NAD+",Los Angeles,CA,(310) 670-1920,https://totalbodyaesthetic.com/,seed_2026-09-12
info@hausofwellnessandaesthetics.com,hausofwellnessandaesthetics.com,Haus of Wellness and Aesthetics,semaglutide and tirzepatide,San Antonio,TX,(210) 437-0010,https://hausofwellnessandaesthetics.com/,seed_2026-09-12
learnmore@lowttucson.com,lowttucson.com,The LowT Clinic,peptide therapy,Tucson,AZ,(520) 224-9176; (520) 675-6533,https://lowttucson.com/,seed_2026-09-12
support@lumeamedspa.com,lumeamedspa.com,Lumea Med Spa,"semaglutide, tirzepatide and BPC-157",Miami,FL,(786) 604-2514,https://lumeamedspa.com/,seed_2026-09-12
drcooke@elkecookemd.com,elkecookemd.com,Elke Cooke MD,"BPC-157, sermorelin and ipamorelin",Sacramento,CA,(916) 241-0766,https://elkecookemd.com/,seed_2026-09-12
ourteam@kemedspa.com,kemedspa.com,Ke Medspa,"semaglutide, tirzepatide and NAD+",San Antonio,TX,(210) 555-0123; (210) 640-7175,https://kemedspa.com/,seed_2026-09-12
info@tmamedspaclinic.com,tmamedspaclinic.com,Torstveit Medical Aesthetics,"semaglutide, tirzepatide and NAD+",,,,https://tmamedspaclinic.com/,seed_2026-09-12
info@healthandmedspa.com,healthandmedspa.com,Medspa Treatments,"semaglutide, tirzepatide and NAD+",Tampa,FL,(727) 444-0995,https://healthandmedspa.com/,seed_2026-09-12
reception@epicentermedspa.com,epicentermedspa.com,Epi Center MedSpa San Francisco,"semaglutide, tirzepatide and GLP-1s",San Francisco,CA,(415) 358-0545; (415) 362-4754,https://epicentermedspa.com/,seed_2026-09-12
info@rejuvemedspatx.com,rejuvemedspatx.com,Rejuve Med Spa,semaglutide and GLP-1s,Houston,TX,(281) 651-5170,https://rejuvemedspatx.com/,seed_2026-09-12
hello@optimalwellnessnaples.com,optimalwellnessnaples.com,Optimal Wellness Naples,"semaglutide, tirzepatide and NAD+",Naples,FL,(239) 360-6253,https://optimalwellnessnaples.com/,seed_2026-09-12
info@greyaestheticsoc.com,greyaestheticsoc.com,Grey Aesthetics,NAD+,Newport Beach,CA,(949) 418-7495,https://greyaestheticsoc.com/,seed_2026-09-12
info@activatedripspa.com,activatedripspa.com,ActIVate Drip Spa,"semaglutide, tirzepatide and NAD+",Houston,TX,(832) 810-3747; (866) 221-1727,https://activatedripspa.com/,seed_2026-09-12
info@urbanaesthetics.co,urbanaesthetics.co,Urban Medical,NAD+,,,,https://urbanaesthetics.co/,seed_2026-09-12
info@5thandwell.com,5thandwell.com,5thandwellness.com,"semaglutide, tirzepatide and retatrutide",,,,https://5thandwell.com/,seed_2026-09-12
info@ivyenrose.com,ivyenrose.com,Ivy En Rose Medical Clinic,NAD+,San Francisco,CA,(628) 226-5605,https://ivyenrose.com/,seed_2026-09-12
info@annshippymd.com,annshippymd.com,Ann Shippy MD,NAD+ and oxytocin,Austin,TX,(512) 732-9975,https://annshippymd.com/,seed_2026-09-12
medspa@valleyweightloss.com,valleyweightloss.com,valleymedicalweightloss.com,"semaglutide, tirzepatide and NAD+",,,,https://valleyweightloss.com/,seed_2026-09-12
info@blueirismedspa.com,blueirismedspa.com,Blue Iris Medical Aesthetics,"semaglutide, tirzepatide and GLP-1s",Boca Raton,FL,(954) 356-4828,https://blueirismedspa.com/,seed_2026-09-12
info@nbweightloss.com,nbweightloss.com,Newport Beach Weight,semaglutide and GLP-1s,Newport Beach,CA,(786) 741-8446; (949) 612-7758,https://nbweightloss.com/,seed_2026-09-12
info@thisismanor.com,thisismanor.com,Manor Aesthetics,GLP-1s,Fort Worth,TX,(469) 213-3341; (801) 882-2671; (817) 305-8623,https://thisismanor.com/,seed_2026-09-12
info@korraaesthetics.com,korraaesthetics.com,Korra Aesthetics,"semaglutide, tirzepatide and GLP-1s",Miami,FL,(305) 665-5594,https://korraaesthetics.com/,seed_2026-09-12
info@plumpmedicalspa.com,plumpmedicalspa.com,PLUMP MEDICAL SPA,"semaglutide, tirzepatide and GLP-1s",Newport Beach,CA,(949) 568-7544,https://plumpmedicalspa.com/,seed_2026-09-12
info@ntxmedcare.com,ntxmedcare.com,ntxmedcare.com,"semaglutide, tirzepatide and GLP-1s",San Antonio,TX,(469) 649-7824; (469) 854-3371,https://ntxmedcare.com/,seed_2026-09-12
info@medspaon5th.com,medspaon5th.com,medspaon5th.com,"semaglutide, tirzepatide and NAD+",Naples,FL,(239) 123-4567; (239) 331-3693,https://medspaon5th.com/,seed_2026-09-12
info@range-medical.com,range-medical.com,Range Medical,NAD+,Newport Beach,CA,(949) 997-3988,https://range-medical.com/,seed_2026-09-12
wellness@thewestwellnesstx.com,thewestwellnesstx.com,The West Wellness and Massage,"semaglutide, tirzepatide and NAD+",Fort Worth,TX,(682) 337-1927,https://thewestwellnesstx.com/,seed_2026-09-12
info@oviedomedspa.com,oviedomedspa.com,Oviedo Med Spa,"semaglutide, NAD+ and GLP-1s",Orlando,FL,(321) 414-9363; (407) 287-6150,https://oviedomedspa.com/,seed_2026-09-12
info@renewmdwellness.com,renewmdwellness.com,RenewMD Wellness,tirzepatide,Sacramento,CA,(209) 952-2251; (510) 744-1582; (916) 245-3043,https://renewmdwellness.com/,seed_2026-09-12
admin@walkerwellness.org,walkerwellness.org,walkerwellness.org,"semaglutide, tirzepatide and GLP-1s",Houston,TX,(281) 819-3467,https://walkerwellness.org/,seed_2026-09-12
info@zeugmaspa.com,zeugmaspa.com,Zeugma Spa,"semaglutide, tirzepatide and GLP-1s",Miami,FL,(305) 481-5659,https://zeugmaspa.com/,seed_2026-09-12
info@theretreatwellness.com,theretreatwellness.com,theretreatwellness.com,thymosin,Newport Beach,CA,(949) 220-2660,https://theretreatwellness.com/,seed_2026-09-12
info@wellnesscode.com,wellnesscode.com,Wellness Code,GLP-1s,Dallas,TX,(972) 316-9199; (972) 961-1141,https://wellnesscode.com/,seed_2026-09-12
medspa@anasaesthetics.com,anasaesthetics.com,anasaesthetics,"semaglutide, tirzepatide and NAD+",Boca Raton,FL,(561) 591-6133,https://anasaesthetics.com/,seed_2026-09-12
info@aestheticenvy.com,aestheticenvy.com,Aesthetic Envy,semaglutide and NAD+,Sacramento,CA,(916) 333-4906,https://aestheticenvy.com/,seed_2026-09-12
info@h2medspa.com,h2medspa.com,Where Wellness Meets Beauty,GLP-1s,Fort Worth,TX,(817) 241-2485; (817) 887-9158,https://h2medspa.com/,seed_2026-09-12
info@evolutionrejuvenation.com,evolutionrejuvenation.com,Evolution Rejuvenation,semaglutide and tirzepatide,Boca Raton,FL,(954) 228-3445,https://evolutionrejuvenation.com/,seed_2026-09-12
admin@avenanaturalhealth.com,avenanaturalhealth.com,Avena Natural Health,semaglutide and NAD+,San Diego,CA,(619) 630-9517; (619) 955-6555,https://avenanaturalhealth.com/,seed_2026-09-12
manager@mauimedspa.com,mauimedspa.com,Maui MedSpa,"semaglutide, tirzepatide and GLP-1s",Austin,TX,(512) 377-1999; (737) 240-2212,https://mauimedspa.com/,seed_2026-09-12
info@theomnispa.com,theomnispa.com,theomnispa.com,"semaglutide, tirzepatide and GLP-1s",Jacksonville,FL,(678) 653-8696; (904) 217-3099,https://theomnispa.com/,seed_2026-09-12
info@bmedspa.com,bmedspa.com,bmedspa.com,GLP-1s,San Diego,CA,(619) 890-9985,https://bmedspa.com/,seed_2026-09-12
editorial@semaverified.com,semaverified.com,SemaVerified,"semaglutide, tirzepatide and GLP-1s",Dallas,TX,,https://semaverified.com/,seed_2026-09-12
info@miamiskinspa.com,miamiskinspa.com,Miami Skin Spa,"semaglutide, tirzepatide and NAD+",Miami,FL,(305) 557-1615; (978) 147-9816,https://miamiskinspa.com/,seed_2026-09-12
info@beautyboostmedspa.com,beautyboostmedspa.com,Beauty Boost Med Spa,peptide therapy,Newport Beach,CA,(949) 514-8602,https://beautyboostmedspa.com/,seed_2026-09-12
info@thrivedripspa.com,thrivedripspa.com,Thrive Drip Spas,NAD+ and GLP-1s,Fort Worth,TX,(713) 352-7703; (844) 820-1713; (877) 696-6775,https://thrivedripspa.com/,seed_2026-09-12
info@naplesawi.com,naplesawi.com,naplesawi.com,"semaglutide, tirzepatide and GLP-1s",Naples,FL,(239) 202-0441; (239) 387-1428,https://naplesawi.com/,seed_2026-09-12
info@beautyvaultmedspa.com,beautyvaultmedspa.com,Beauty Vault Med Spa,semaglutide and NAD+,Los Angeles,CA,(323) 800-6770; (789) 975-6014; (802) 883-4889,https://beautyvaultmedspa.com/,seed_2026-09-12
amie.leany@viomedspa.com,viomedspa.com,VIO Med Spa,tesamorelin and GLP-1s,Dallas,TX,,https://viomedspa.com/,seed_2026-09-12
hello@obodywellness.com,obodywellness.com,O Body + Wellness,"semaglutide, tirzepatide and NAD+",Fort Lauderdale,FL,(954) 335-7633,https://obodywellness.com/,seed_2026-09-12
info@drjohnlaura.com,drjohnlaura.com,Dr. John Laura,BPC-157,Newport Beach,CA,(949) 881-4088,https://drjohnlaura.com/,seed_2026-09-12
sales@bnwax.com,bnwax.com,Bare Necessities Spa + MedSpa,"semaglutide, NAD+ and GLP-1s",Houston,TX,(713) 522-6929; (832) 668-5797,https://bnwax.com/,seed_2026-09-12
hello@elevewillowglen.com,elevewillowglen.com,elevewillowglen.com,peptide therapy,San Jose,CA,(669) 255-0111,https://elevewillowglen.com/,seed_2026-09-12
elevate@wellnessco.online,wellnessco.online,Elevate Wellness Studio,NAD+,Austin,TX,(737) 252-6260,https://wellnessco.online/,seed_2026-09-12
info@thepalmmedspa.com,thepalmmedspa.com,thepalmmedspa.com,semaglutide and NAD+,Orlando,FL,(407) 347-4770,https://thepalmmedspa.com/,seed_2026-09-12
membership@hydrationroom.com,hydrationroom.com,hydrationroom.com,NAD+ and GLP-1s,Newport Beach,CA,,https://hydrationroom.com/,seed_2026-09-12
appointments@jacquelynsspa.com,jacquelynsspa.com,Jacquelyn's Spa,"semaglutide, tirzepatide and GLP-1s",Austin,TX,(512) 400-4397,https://jacquelynsspa.com/,seed_2026-09-12
info@thriveinfusions.com,thriveinfusions.com,thriveinfusions.com,semaglutide and sermorelin,Jacksonville,FL,(904) 646-8357,https://thriveinfusions.com/,seed_2026-09-12
support@jasiskin.com,jasiskin.com,JASI Skincare,"semaglutide, tirzepatide and GLP-1s",Los Angeles,CA,(424) 218-4023; (424) 478-0522; (424) 766-1357,https://jasiskin.com/,seed_2026-09-12
seo@s-fx.com,s-fx.com,angelaesthetics.com,"BPC-157, TB-500 and sermorelin",,,,https://s-fx.com/,seed_2026-09-12
info@mavenmedispa.com,mavenmedispa.com,Maven Medi Spa,peptide therapy,Beverly Hills,CA,(310) 601-8606,https://mavenmedispa.com/,seed_2026-09-12
frontdesk@dfwmsa.com,dfwmsa.com,The MedSpa of DFW,semaglutide and tirzepatide,,,,https://dfwmsa.com/,seed_2026-09-12
info@avivamedicalspa.com,avivamedicalspa.com,Aviva Medical Spa,semaglutide,Miami,FL,(786) 812-8622,https://avivamedicalspa.com/,seed_2026-09-12
info@ljmedicalspa.com,ljmedicalspa.com,Medical Spa Clinic,peptide therapy,San Diego,CA,(858) 221-6112; (858) 240-9830,https://ljmedicalspa.com/,seed_2026-09-12
info@spaseena.com,spaseena.com,Seena One Corrective Skincare,"semaglutide, tirzepatide and GLP-1s",,,,https://spaseena.com/,seed_2026-09-12
info@cr8health.com,cr8health.com,cr8health.com,NAD+,Boca Raton,FL,(561) 467-6689; (561) 749-9991; (561) 786-3690,https://cr8health.com/,seed_2026-09-12
info@newportbeachmedspa.com,newportbeachmedspa.com,Newport Beach MedSpa,semaglutide and tirzepatide,Newport Beach,CA,(949) 631-2800; (949) 989-6722,https://newportbeachmedspa.com/,seed_2026-09-12
info@vitalycmedspa.com,vitalycmedspa.com,Vitalyc Medspa,semaglutide,,,,https://vitalycmedspa.com/,seed_2026-09-12
info@estetikamedspa.com,estetikamedspa.com,Estetika Med Spa,"semaglutide, tirzepatide and NAD+",Fort Lauderdale,FL,(954) 770-1230; (954) 998-4640,https://estetikamedspa.com/,seed_2026-09-12
contact@onemedspa.co,onemedspa.co,One Med Spa,peptide therapy,Sacramento,CA,(916) 900-9434,https://onemedspa.co/,seed_2026-09-12
info@halosaltskinspa.com,halosaltskinspa.com,HALO,NAD+,Tampa,FL,(813) 450-1939,https://halosaltskinspa.com/,seed_2026-09-12
reviv@revivmedspa.com,revivmedspa.com,revivmedspa.com,"semaglutide, tirzepatide and NAD+",San Francisco,CA,(650) 697-3339,https://revivmedspa.com/,seed_2026-09-12
info@precisionmedicinejax.com,precisionmedicinejax.com,precisionmedicinejax.com,"semaglutide, tirzepatide and GLP-1s",Jacksonville,FL,(801) 657-3103; (904) 454-4937,https://precisionmedicinejax.com/,seed_2026-09-12
taylorswift@revivebodymd.com,revivebodymd.com,Revive Body MD,"semaglutide, tirzepatide and NAD+",San Jose,CA,(408) 307-2123,https://revivebodymd.com/,seed_2026-09-12
info@mylaserspa.com,mylaserspa.com,LaserSpa of Tampa Bay,NAD+,Tampa,FL,(727) 934-4477,https://mylaserspa.com/,seed_2026-09-12
smart360@smarthfw.com,smarthfw.com,smarthealthwellness.com,"BPC-157, TB-500 and ipamorelin",,,,https://smarthfw.com/,seed_2026-09-12
info@nmcdallas.com,nmcdallas.com,Neighborhood Medical Center,peptide therapy,,,,https://nmcdallas.com/,seed_2026-09-12
support@refreshmedical.com,refreshmedical.com,Refresh,"semaglutide, tirzepatide and NAD+",Fort Lauderdale,FL,(561) 250-6169; (954) 947-7548,https://refreshmedical.com/,seed_2026-09-12
info@truejewelcosmeticcenter.com,truejewelcosmeticcenter.com,True Jewel Cosmetic Center,semaglutide and NAD+,Los Angeles,CA,(424) 434-6999,https://truejewelcosmeticcenter.com/,seed_2026-09-12
info@thefountainmedspafw.com,thefountainmedspafw.com,The Fountain Med Spa,peptide therapy,,,,https://thefountainmedspafw.com/,seed_2026-09-12
info@secretsaesthetics.com,secretsaesthetics.com,Secrets Aesthetics and Wellness Center,sermorelin,Orlando,FL,(407) 775-2845,https://secretsaesthetics.com/,seed_2026-09-12
info@youngeryouaesthetics.com,youngeryouaesthetics.com,Younger You Aesthetics,NAD+,Sacramento,CA,(916) 216-4879,https://youngeryouaesthetics.com/,seed_2026-09-12
ns@drsnyder.com,drsnyder.com,Snyder Plastic Surgery,semaglutide and tirzepatide,,,,https://drsnyder.com/,seed_2026-09-12
info@skindeepnaples.com,skindeepnaples.com,Skin Deep Naples,"semaglutide, NAD+ and GLP-1s",Naples,FL,(239) 260-5060,https://skindeepnaples.com/,seed_2026-09-12
jack@greensock.com,greensock.com,The Clinic for Plastic Surgery,"semaglutide, NAD+ and GLP-1s",,,,https://greensock.com/,seed_2026-09-12
info@zimedspa.com,zimedspa.com,ZI Medspa North Tampa,GLP-1s,Tampa,FL,(813) 437-1382,https://zimedspa.com/,seed_2026-09-12
compliance@livehydrationspa.com,livehydrationspa.com,IV Drip Therapy,peptide therapy,,,,https://livehydrationspa.com/,seed_2026-09-12
info@www.bijouxmedspa.com,www.bijouxmedspa.com,Bijoux Med Spa,NAD+,,,,https://www.bijouxmedspa.com/,seed_2026-09-12
info@bermanwomenswellness.com,bermanwomenswellness.com,Beverly Hills Women's Wellness Clinic,PT-141 and GHK-Cu,,,,https://bermanwomenswellness.com/,seed_2026-09-12
admin@thelotusmedical.com,thelotusmedical.com,thelotusmedical.com,NAD+ and GLP-1s,Boca Raton,FL,(561) 915-4422,https://thelotusmedical.com/,seed_2026-09-12
contact@enfuzionwellness.com,enfuzionwellness.com,Enfuzion Health,semaglutide and tirzepatide,,,,https://enfuzionwellness.com/,seed_2026-09-12
support@glowaestheticsbar.com,glowaestheticsbar.com,Glow Aesthetics Bar,"semaglutide, tirzepatide and GLP-1s",Tampa,FL,(813) 296-2720; (813) 609-2782,https://glowaestheticsbar.com/,seed_2026-09-12
info@cicproviders.com,cicproviders.com,Cosmetic Injectables Center Medspa,tirzepatide and GLP-1s,,,,https://cicproviders.com/,seed_2026-09-12
contactus@infinitemespa.com,infinitemespa.com,Infinite Me Spa,"semaglutide, tirzepatide and GLP-1s",Orlando,FL,(689) 300-5728,https://infinitemespa.com/,seed_2026-09-12
guest@selfishlywellness.com,selfishlywellness.com,selfishlyaesthetics.com,GLP-1s,,,,https://selfishlywellness.com/,seed_2026-09-12
info@juvly.com,juvly.com,Juvly Aesthetics,semaglutide and NAD+,Fort Lauderdale,FL,(614) 500-7000,https://juvly.com/,seed_2026-09-12
contact@lotuslaserandspa.com,lotuslaserandspa.com,lotuslaserandspa.com,peptide therapy,Boca Raton,FL,(561) 955-0888,https://lotuslaserandspa.com/,seed_2026-09-12
hello@luminessmedspa.com,luminessmedspa.com,Luminess Med Spa,peptide therapy,Jacksonville,FL,(904) 999-1992,https://luminessmedspa.com/,seed_2026-09-12
info@napleslongevity.com,napleslongevity.com,Naples Longevity Clinic,peptide therapy,Naples,FL,(239) 659-3266,https://napleslongevity.com/,seed_2026-09-12
contact@ora-wellness.com,ora-wellness.com,Ora Aesthetics and Wellness,peptide therapy,Boca Raton,FL,(772) 207-3437,https://ora-wellness.com/,seed_2026-09-12
support@pacboca.com,pacboca.com,Prestige Aesthetics Clinic,"semaglutide, tirzepatide and GLP-1s",Boca Raton,FL,(561) 235-7300,https://pacboca.com/,seed_2026-09-12
info@pureharmonymedspa.com,pureharmonymedspa.com,Pure Harmony Med Spa,peptide therapy,Jacksonville,FL,(904) 372-9137,https://pureharmonymedspa.com/,seed_2026-09-12
info@thewellnessclubtampa.com,thewellnessclubtampa.com,The Wellness Club Tampa,peptide therapy,Tampa,FL,(813) 419-2506,https://thewellnessclubtampa.com/,seed_2026-09-12
officemanager@bocageneral.com,bocageneral.com,bocageneral.com,GLP-1s,Boca Raton,FL,(561) 391-2708; (561) 391-3112,https://bocageneral.com/,seed_2026-09-12
concierge@celebrityplastics.com,celebrityplastics.com,Celebrity Med Spa,GLP-1s,Miami,FL,(305) 564-7007,https://celebrityplastics.com/,seed_2026-09-12
admin@cellrenewtampa.com,cellrenewtampa.com,Cell Renew Medical Spa,"semaglutide, tirzepatide and GLP-1s",Tampa,FL,(813) 600-0666,https://cellrenewtampa.com/,seed_2026-09-12
admin@flharmony.com,flharmony.com,Harmony Health Clinic,BPC-157,Naples,FL,(239) 596-4801,https://flharmony.com/,seed_2026-09-12
inquiries@myhealthandglow.com,myhealthandglow.com,myhealthandglow.com,"semaglutide, NAD+ and GLP-1s",Tampa,FL,(327) 145-9868; (813) 832-4569,https://myhealthandglow.com/,seed_2026-09-12
moreinfo@livingyoungcenter.com,livingyoungcenter.com,Living Young Center,semaglutide,Tampa,FL,(727) 233-5764; (727) 233-5803; (727) 306-1254,https://livingyoungcenter.com/,seed_2026-09-12
manager@nuvoyou.com,nuvoyou.com,Nuvo You MedSpa Aesthetics,"semaglutide, NAD+ and GLP-1s",Fort Lauderdale,FL,(305) 397-8230; (786) 369-0941,https://nuvoyou.com/,seed_2026-09-12
info@padgettmedicalcenter.com,padgettmedicalcenter.com,Padgett Medical Center,"semaglutide, tirzepatide and NAD+",,,,https://padgettmedicalcenter.com/,seed_2026-09-12
info@elysiummed.com,elysiummed.com,Elysium Medical Group,"semaglutide, tirzepatide and NAD+",,,,https://elysiummed.com/,seed_2026-09-12
tami@tbtotalwellness.com,tbtotalwellness.com,Tampa Bay Total Wellness,"semaglutide, tirzepatide and GLP-1s",,,,https://tbtotalwellness.com/,seed_2026-09-12
alex@thelaserloungespa.com,thelaserloungespa.com,dtnaples.theaestheticsloungeandspa.com,"semaglutide, tirzepatide and NAD+",,,,https://thelaserloungespa.com/,seed_2026-09-12
support@groupon.com,groupon.com,pontevedravein.com,"semaglutide, tirzepatide and GLP-1s",,,,https://groupon.com/,seed_2026-09-12
bawinfo@balanceaw.net,balanceaw.net,balanceawfl.com,semaglutide and GLP-1s,,,,https://balanceaw.net/,seed_2026-09-12
