vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Black Label Peptides,unknown (discovered via search),https://blacklabelresearchlabs.com/,blacklabelresearchlabs.com,support@blacklabelresearchlabs.com,support@blacklabelresearchlabs.com,website,https://blacklabelresearchlabs.com/policies/contact-information,(619) 894-1203,,,,yes,CA,research_only,,yes,"bpc157, ghk-cu, nad+, peptide, peptides, tb500",6,,"repo roster (discovery:result:""powered by shopify"" research peptides)",,,,,,,ok,7,
Buy Research Peptides in Alabama — Fueling the Southeast's ...,unknown (discovered via search),https://ironpeakpeptides.com/,ironpeakpeptides.com,info@ironpeakpeptides.com,info@ironpeakpeptides.com; usinfo@ironpeakpeptides.com,website,https://ironpeakpeptides.com/contact,,,,,yes,Alabama,research_only,yes,yes,"bpc-157, mots-c, nad+, peptide, peptides, sermorelin",6,,"repo roster (discovery:result:research peptides company ""Alabama"")",,,,,,,ok_chromium,2,
Contact – Peptides In Bulk,unknown (discovered via search),https://peptidesinbulk.com/,peptidesinbulk.com,support@peptidesinbulk.com,support@peptidesinbulk.com; info@peptidesinbulk.com,website,https://peptidesinbulk.com/,(629) 245-9629,,,,yes,Tennessee,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, peptide, peptides, pt-141, tb-500",6,,"repo roster (discovery:result:peptide supplier ""Tennessee"" lab tested)",,,,,,,ok,7,
GEL Labs | Research Peptides & RUO Compounds | Third Party ...,unknown (discovered via search),https://gel-labs.com/,gel-labs.com,info@gel-labs.com,info@gel-labs.com; orders@gel-labs.com; privacy@gel-labs.com; gellabsweb@proton.me,website,https://gel-labs.com/,,,,,yes,Massachusetts,research_only,yes,yes,"aod-9604, bpc-157, mots-c, peptide, peptides, tesamorelin",6,,"repo roster (discovery:result:peptide supplier ""Massachusetts"" lab tested)",,,,,,,ok,7,
Guardian Labs: Quality Research Peptides in Idaho,unknown (discovered via search),https://guardianlabs.life/,guardianlabs.life,support@guardianlabs.life,support@guardianlabs.life,website,https://guardianlabs.life/,,,,,yes,Idaho,manufacturing_lab,yes,yes,"dsip, kisspeptin, peptide, peptides, selank, semax",6,,"repo roster (discovery:result:research peptides company ""Idaho"")",,,,,,,ok,6,
"In early 2026, multiple peptide products faced Class I and C",unknown (discovered via search),https://peptidestaff.com/,peptidestaff.com,info@peptidestaff.com,info@peptidestaff.com,website,https://peptidestaff.com/contact-us/,,,,,yes,Washington,compounding_pharmacy,,,"bpc-157, cjc-1295, glp-1, peptide, peptides, semaglutide",6,,repo roster (listdeep:mirrorplasticsurgery.com),,,,,,,ok,7,
Peptide & Supplement Quality | Dynamic Psychiatry Utah,unknown (discovered via search),https://dynamicpsychiatryut.com/,dynamicpsychiatryut.com,frontdesk@dynamicpsychiatryutah.com,frontdesk@dynamicpsychiatryutah.com,website,https://dynamicpsychiatryut.com/,(801) 349-2480; (801) 363-4885; (810) 349-2480,,,,yes,Utah,consumer_and_research,,,"glp-1, peptide, peptides, retatrutide, semaglutide, tirzepatide",6,,"repo roster (discovery:result:peptide supplier ""Utah"" lab tested)",,,,,,,ok,4,
Peptide Therapy & Cellular Optimization Kansas City | REGEN,unknown (discovered via search),https://regeniwc.com/,regeniwc.com,regen@regeniwc.com,regen@regeniwc.com,website,https://www.regeniwc.com/contact-regen-kansas-city,(816) 982-5505,,,,yes,Kansas,consumer_and_research,,,"bpc-157, ghk-cu, nad+, peptide, sermorelin, tb-500",6,,"repo roster (discovery:result:research peptides company ""Kansas"")",,,,,,,ok,4,
Purple Peptides: Home,unknown (discovered via search),https://purplepeptides.net/,purplepeptides.net,support@purplepeptides.net,support@purplepeptides.net; admin@purplepeptides.net,website,https://purplepeptides.net/,(323) 393-3703; (734) 328-2366,,,,yes,California,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, ghk-cu, peptide, peptides, tb-500",6,,"repo roster (discovery:result:peptide brand ""made in the USA"" research)",,,,,,,ok,5,
Research Peptides - True Source Peptide Co.,unknown (discovered via search),https://truesourcepeptideco.com/,truesourcepeptideco.com,truesourcepeptides@gmail.com,truesourcepeptides@gmail.com,website,https://truesourcepeptideco.com/,,,,,yes,Oregon,research_only,,yes,"ipamorelin, peptide, peptides, retatrutide, semaglutide, tb-500",6,,"repo roster (discovery:result:""powered by shopify"" research peptides)",,,,,,,ok,7,
Shop Molecular Solutions Peptides ↗,unknown (discovered via search),https://mspeptides.com/,mspeptides.com,support@mspeptides.com,support@mspeptides.com; orders@mspeptides.com,website,https://mspeptides.com/,(908) 229-5322,,,,yes,,research_only,yes,yes,"5-amino-1mq, bpc-157, glp-1, peptide, peptides, ss-31",6,,repo roster (listdeep:peptideprices.net),,,,,,,ok,7,
Shop PepMarket,unknown (discovered via search),https://pepmarket.net/,pepmarket.net,support@pepmarket.net,support@pepmarket.net,website,https://pepmarket.net/,,,,,yes,California,research_only,yes,yes,"ghk-cu, glp-1, melanotan, mots-c, peptide, peptides",6,,repo roster (listdeep:peptideprices.net),,,,,,,ok,5,
Shop Refined BioLabs ↗,unknown (discovered via search),https://refinedbiolabs.com/,refinedbiolabs.com,support@refinedbiolabs.com,support@refinedbiolabs.com; abuse@refinedbiolabs.com; privacy@refinedbiolabs.com; researcher@institution.edu,website,https://refinedbiolabs.com/,,,,,yes,,manufacturing_lab,yes,yes,"cjc-1295, ghk-cu, ipamorelin, mots-c, nad+, tesamorelin",6,,repo roster (listdeep:peptideprices.net),,,,,,,ok,7,
Source ↗,unknown (discovered via search),https://paxpeptide.com/,paxpeptide.com,support@paxpeptide.com,support@paxpeptide.com; info@paxpeptide.com,website,https://paxpeptide.com/,,,,,yes,Colorado,research_only,yes,yes,"ghk-cu, mots-c, nad+, peptide, retatrutide, tirzepatide",6,,repo roster (listdeep:peptidelocal.com),,,,,,,ok,5,
Stacked Peptide,unknown (discovered via search),https://stackedpeptide.com/,stackedpeptide.com,fhraskin@gmail.com,fhraskin@gmail.com,website,https://stackedpeptide.com/policies/privacy-policy,(602) 358-4118,,,,yes,AZ,research_only,,yes,"bpc-157, ghk-cu, nad+, peptide, peptides, tb-500",6,,"repo roster (discovery:result:""powered by shopify"" research peptides)",,,,,,,ok,3,
TX Research Peptides: Research Peptides in Texas | Lab-Tested RUO,unknown (discovered via search),https://txresearchpeptides.com/,txresearchpeptides.com,support@txresearchpeptides.com,support@txresearchpeptides.com; dustin@baxterbuildersgroup.com,website,https://txresearchpeptides.com/,(737) 339-8925,,,,yes,Texas,manufacturing_lab,yes,yes,"bpc-157, glp-1, peptide, peptides, tb-500, tesamorelin",6,,"repo roster (discovery:result:research peptides company ""Texas"")",,,,,,,ok,7,
Vanguard Laboratory – Vanguard Laboratory,unknown (discovered via search),https://vanguardlaboratory.com/,vanguardlaboratory.com,testing@vanguardlaboratory.com,testing@vanguardlaboratory.com,website,https://vanguardlaboratory.com/,(360) 967-7010,,,,yes,Washington,consumer_and_research,,,"bpc-157, peptide, peptides, semaglutide, tb-500, tirzepatide",6,,"repo roster (discovery:result:research peptides company ""Washington"")",,,,,,,ok_chromium,3,
Visit site,unknown (discovered via search),https://byonpeptides.com/,byonpeptides.com,info@byonpeptides.com,info@byonpeptides.com,website,https://byonpeptides.com/,,,,,no,,research_only,yes,yes,"ghk-cu, mots-c, peptide, peptides, retatrutide, tesamorelin",6,,repo roster (listdeep:peptidesfinder.com),,,,,,,ok,7,
Visit site,unknown (discovered via search),https://dmvresearch.shop/,dmvresearch.shop,info@dmvresearch.shop,info@dmvresearch.shop,website,https://dmvresearch.shop/contact,(719) 205-9983,,,,yes,Washington,research_only,yes,yes,"bpc-157, mots-c, nad+, peptide, peptides, retatrutide",6,,repo roster (listdeep:peptidesfinder.com),,,,,,,ok,6,
Vitamin Injections & Peptides in Cedar Rapids | Kalen & Co.,unknown (discovered via search),https://kalencoaesthetics.com/,kalencoaesthetics.com,kalen.co.aesthetetics@gmail.com,kalen.co.aesthetetics@gmail.com; kalen.co.aesthetics@gmail.com,website,https://kalencoaesthetics.com/,(202) 420-8071,,,,yes,Iowa,consumer_and_research,,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,,"repo roster (discovery:result:research peptides company ""Iowa"")",,,,,,,ok,5,
WVPeptide — Research peptides from West Virginia,unknown (discovered via search),https://wvpeptide.com/,wvpeptide.com,wvpeptidesllc@gmail.com,wvpeptidesllc@gmail.com,website,https://wvpeptide.com/,(304) 951-4442,,,,yes,West Virginia,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, peptide, peptides, tb-500, thymosin",6,,"repo roster (discovery:result:peptide supplier ""West Virginia"" lab tested)",,,,,,,ok,6,
✉️ support@universalbiolabs.com,unknown (discovered via search),https://universalbiolabs.com/,universalbiolabs.com,support@universalbiolabs.com,support@universalbiolabs.com; legal@universalbiolabs.com,website,https://universalbiolabs.com/,(516) 147-3085; (568) 137-4933; (800) 788-7879,,,,yes,California,manufacturing_lab,yes,yes,"bpc-157, nad+, peptide, peptides, tb-500, tesamorelin",6,,repo roster (listdeep:americanpeptide.co),,,,,,,ok_chromium,5,
About Based Research Peptides,unknown (discovered via search),https://based-research.com/,based-research.com,support@based-research.com,support@based-research.com,website,https://based-research.com/privacy-policy/,,,,,yes,Michigan,research_only,yes,yes,"bpc-157, nad+, peptide, peptides, pt-141",5,,"repo roster (discovery:result:research peptides company ""Michigan"")",,,,,,,ok,7,
About Premier Line Peptides | USA-Made Research Peptides,unknown (discovered via search),https://premierlinepeptides.com/,premierlinepeptides.com,sales@premierlinepeptide.com,sales@premierlinepeptide.com,website,https://premierlinepeptides.com/,,,,,yes,,research_only,yes,yes,"aod9604, bpc-157, glp-1, peptide, peptides",5,,"repo roster (discovery:result:peptide company ""wholesale inquiries"")",,,,,,,ok,7,
Age Verification,unknown (discovered via search),https://vandl-labs.com/,vandl-labs.com,support@vandl-labs.com,support@vandl-labs.com,website,https://www.vandl-labs.com/contact/,(949) 693-9043,,,,yes,,manufacturing_lab,yes,yes,"ipamorelin, peptide, peptides, selank, ss-31",5,,repo roster (listdeep:bodyhackguide.co),,,,,,,ok_chromium,5,
"Aloha Aminos – Lab Tested, High Purity Peptides and Supplies Based out ...",unknown (discovered via search),https://aloha-aminos.com/,aloha-aminos.com,support@aloha-aminos.com,support@aloha-aminos.com; info@aloha-aminos.com,website,https://aloha-aminos.com/,,,,,yes,Hawaii,research_only,yes,yes,"cagrilintide, mots-c, peptide, peptides, tesamorelin",5,,"repo roster (discovery:result:research peptides company ""Hawaii"")",,,,,,,ok,6,
Are Peptides Legal in the United States? 2026 Answer,unknown (discovered via search),https://biostrataresearch.com/,biostrataresearch.com,info@biostrataresearch.com,info@biostrataresearch.com,website,https://biostrataresearch.com/,(813) 312-1798,,,,yes,Florida,research_only,,yes,"bpc-157, glp-1, peptide, peptides, tb-500",5,,"repo roster (discovery:result:peptides ""not for human consumption"" shop)",,,,,,,ok,7,
BAYOUPEP USA | Research Peptides,unknown (discovered via search),https://bayoupepusa.com/,bayoupepusa.com,support@bayoupepusa.com,support@bayoupepusa.com,website,https://bayoupepusa.com/,(985) 291-1887,,,,yes,Louisiana,manufacturing_lab,yes,yes,"5-amino-1mq, bpc-157, peptide, peptides, tb500",5,,"repo roster (discovery:result:peptide supplier ""Louisiana"" lab tested)",,,,,,,ok,6,
BUY USA RESEARCH PEPTIDES ONLINE - BioBond Labs,unknown (discovered via search),https://biobondpeptides.com/,biobondpeptides.com,support@biobondpeptides.com,support@biobondpeptides.com; biobondlabs@gmail.com; biobondpeptides@gmail.com,website,https://biobondpeptides.com/,(906) 361-5199,,,,yes,Michigan,research_only,yes,yes,"bpc-157, ghk-cu, glp-1, peptide, peptides",5,,"repo roster (discovery:result:peptide supplier ""Michigan"" lab tested)",,,,,,,ok,5,
"Elite Total Health | Weight Loss & Wellness Clinic in Jonesboro, AR ...",unknown (discovered via search),https://yourelitetotalhealth.com/,yourelitetotalhealth.com,office@elitetotalhealth.com,office@elitetotalhealth.com; elitetotalhealth22@gmail.com,website,https://yourelitetotalhealth.com/,(870) 206-8250,,,,yes,Arkansas,consumer_and_research,,,"bpc-157, ghk-cu, peptide, peptides, tb-500",5,,"repo roster (discovery:result:research peptides company ""Arkansas"")",,,,,,,ok,2,
GLP-1 & Peptide Glossary - Cora Health,unknown (discovered via search),https://trycora.io/,trycora.io,help@trycora.io,help@trycora.io; legal@trycora.io; privacy@trycora.io; contact@wasef-health.com,website,https://trycora.io/,(631) 488-0789,,,,yes,New York,compounding_pharmacy,yes,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,,repo roster (discovery:outlink:list:peptidelaws.com),,,,,,,ok,6,
How Sustainable Peptide Sourcing Elevates Efficacy and the Planet,unknown (discovered via search),https://betterlifebioscience.com/,betterlifebioscience.com,support@betterlifebioscience.com,support@betterlifebioscience.com,website,https://betterlifebioscience.com/,(800) 861-9689,,,,yes,NY,research_only,yes,yes,"peptide, peptides, retatrutide, semaglutide, tirzepatide",5,,"repo roster (discovery:result:peptide ""subscribe and save"" research)",,,,,,,ok_chromium,4,
Mission Peptides: Buy Research-Grade Peptides Online,unknown (discovered via search),https://missionpeptides.com/,missionpeptides.com,support@missionpeptides.com,support@missionpeptides.com,website,https://missionpeptides.com/,(478) 246-7348,,,,yes,Georgia,manufacturing_lab,yes,yes,"cjc-1295, peptide, peptides, selank, ss-31",5,,"repo roster (discovery:result:research peptides company ""Georgia"")",,,,,,,ok,7,
"Our Product Sourcing, Testing & Quality Standards - Spark Peptide",unknown (discovered via search),https://sparkpeptide.com/,sparkpeptide.com,support@sparkpeptide.com,support@sparkpeptide.com,website,https://sparkpeptide.com/,(234) 567-8900; (347) 486-5389,,,,yes,California,manufacturing_lab,yes,yes,"cjc-1295, melanotan, peptide, peptides, thymosin",5,,"repo roster (discovery:result:peptide supplier ""Illinois"" lab tested)",,,,,,,ok,5,
"Peptide Therapy for Regenerative Optimization | Meridian, ID",unknown (discovered via search),https://tvpaincenter.com/,tvpaincenter.com,info@tvpaincenter.com,info@tvpaincenter.com,website,https://tvpaincenter.com/,(208) 505-4744; (844) 402-0970,,,,yes,Idaho,consumer_and_research,,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,,"repo roster (discovery:result:research peptides company ""Idaho"")",,,,,,,ok,4,
Peptide Therapy in Phoenix | Prescribed & U.S.-Sourced,unknown (discovered via search),https://hellohealthservices.com/,hellohealthservices.com,accounts@hellohealthservices.com,accounts@hellohealthservices.com; md@hellohealthservices.com; meds@hellohealthservices.com; accounts@hbhsinc.com,website,https://hellohealthservices.com/,(623) 326-4445; (888) 885-6756,,,,yes,Arizona,consumer_and_research,yes,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,,"repo roster (discovery:result:peptide supplier ""Arizona"" lab tested)",,,,,,,ok,4,
Peptide Therapy Joplin MO | Optimized Health,unknown (discovered via search),https://optimized.care/,optimized.care,admin@optimized.care,admin@optimized.care,website,https://optimized.care/,(417) 707-1150,,,,yes,Missouri,manufacturing_lab,,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,,"repo roster (discovery:result:research peptides company ""Missouri"")",,,,,,,ok,4,
Peptide Therapy Las Vegas - Modern Wellness Clinic,unknown (discovered via search),https://modernwellnessclinic.com/,modernwellnessclinic.com,info@modernwellnessclinic.com,info@modernwellnessclinic.com,website,https://modernwellnessclinic.com/return-policy,(702) 454-3989; (702) 463-9159,,,,yes,Nevada,manufacturing_lab,,,"glp-1, nad+, peptide, peptides, semaglutide",5,,"repo roster (discovery:result:research peptides company ""Nevada"")",,,,,,,ok,5,
Peptide University,unknown (discovered via search),https://mypeptideuniversity.com/,mypeptideuniversity.com,hello@mypeptideuniversity.com,hello@mypeptideuniversity.com,website,https://mypeptideuniversity.com/,(888) 887-5695,,,,no,,consumer_and_research,,,"bpc-157, ghk-cu, peptide, peptides, thymosin",5,,repo roster (listdeep:americanpeptide.co),,,,,,,ok,7,
Shop Swift Peptides ↗,unknown (discovered via search),https://swiftpeptides.com/,swiftpeptides.com,support@swiftpeptides.com,support@swiftpeptides.com,website,https://swiftpeptides.com/,,,,,yes,Florida,manufacturing_lab,yes,yes,"5-amino-1mq, ghk-cu, peptide, peptides, ss-31",5,,repo roster (listdeep:peptideprices.net),,,,,,,ok,7,
Shop Vantyx Research ↗,unknown (discovered via search),https://vantyxresearch.shop/,vantyxresearch.shop,support@vantyxresearch.com,support@vantyxresearch.com,website,https://vantyxresearch.shop/,,,,,yes,Florida,research_only,yes,yes,"5-amino-1mq, bpc-157, cjc-1295, peptide, peptides",5,,repo roster (listdeep:peptideprices.net),,,,,,,ok,4,
Terms of Service | Precisely Peptides,unknown (discovered via search),https://preciselypeptides.com/,preciselypeptides.com,support@preciselypeptides.com,support@preciselypeptides.com,website,https://preciselypeptides.com/,(385) 355-1020,,,,yes,California,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, mots-c, peptide, peptides",5,,"repo roster (discovery:result:research peptides company ""Wyoming"")",,,,,,,ok,7,
Visit site,unknown (discovered via search),https://arkpeps.com/,arkpeps.com,support@arkpeps.com,support@arkpeps.com,website,https://arkpeps.com/,,,,,no,,research_only,,yes,"ghk-cu, ipamorelin, melanotan, peptide, peptides",5,,repo roster (listdeep:peptidesfinder.com),,,,,,,ok_chromium,3,
Wheat State Research – Premium Peptides and Compounds,unknown (discovered via search),https://wheatstateresearch.com/,wheatstateresearch.com,support@wheatstateresearch.com,support@wheatstateresearch.com,website,https://wheatstateresearch.com/,,,,,yes,Kansas,research_only,yes,yes,"5-amino-1mq, ghk-cu, peptide, peptides, semax",5,,"repo roster (discovery:result:research peptides company ""Kansas"")",,,,,,,ok,7,
Assurance Scientific - Pharmaceutical-Grade Peptides & Analytical ...,unknown (discovered via search),https://assurancescientific.com/,assurancescientific.com,info@assurancescientific.com,info@assurancescientific.com,website,https://assurancescientific.com/,,,,,yes,Alabama,compounding_pharmacy,,yes,"glp-1, nad+, peptide, peptides",4,,"repo roster (discovery:result:research peptides company ""Alabama"")",,,,,,,ok,1,
"At-Home Kit Guide | Reconstitute, Inject, Store - Dripology",unknown (discovered via search),https://dripology.co/,dripology.co,info@dripology.co,info@dripology.co,website,https://dripology.co/privacy-policy/,(424) 255-4144; (646) 480-2891,,,,yes,New York,consumer_and_research,yes,,"glp-1, nad+, peptide, peptides",4,,"repo roster (discovery:result:peptide shop ""bacteriostatic water"" kit)",,,,,,,ok_chromium,5,
BHG Labs: Research Peptides & Nootropics Store (commonly own,unknown (discovered via search),https://bhglabs.co/,bhglabs.co,support@bhglabs.co,support@bhglabs.co; wholesale@bhglabs.co,website,https://bhglabs.co/contact/,,,,,yes,California,research_only,yes,yes,"ghk-cu, peptide, peptides, retatrutide",4,,repo roster (listdeep:bodyhackguide.co),,,,,,,ok_chromium,5,
"BIOGENEX | Avon, CT: Precision Medicine & Performance Clinic",unknown (discovered via search),https://biogenexct.com/,biogenexct.com,info@biogenexct.com,info@biogenexct.com,website,https://biogenexct.com/,(959) 204-5375,,,,yes,Connecticut,manufacturing_lab,,,"glp-1, nad+, peptide, peptides",4,,"repo roster (discovery:result:peptide supplier ""Connecticut"" lab tested)",,,,,,,ok,3,
Contact | Diamond Peptides,unknown (discovered via search),https://diamond-peptides.com/,diamond-peptides.com,support@diamond-peptides.com,support@diamond-peptides.com,website,https://diamond-peptides.com/,,,,,yes,,research_only,yes,yes,"bpc-157, peptide, peptides, retatrutide",4,,"repo roster (discovery:result:peptide company ""wholesale inquiries"")",,,,,,,ok_chromium,5,
Moco Aminos: High-Purity Research Peptides for Sale,unknown (discovered via search),https://mocoaminos.com/,mocoaminos.com,andy@apcservicesdc.com,andy@apcservicesdc.com; mocoaminos@gmail.com,website,https://mocoaminos.com/,,,,,yes,Maryland,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, peptide, peptides",4,,"repo roster (discovery:result:peptide supplier ""Maryland"" lab tested)",,,,,,,ok,1,
Peptide Therapy Colorado Springs & Lone Tree - Elevation Hydration,unknown (discovered via search),https://hydratetoelevate.com/,hydratetoelevate.com,info@hydratetoelevate.com,info@hydratetoelevate.com; corey@hydratetoelevate.com; hydratelonetree@gmail.com,website,https://hydratetoelevate.com/,(719) 428-5018; (720) 960-5105,,,,yes,Colorado,consumer_and_research,,,"glp-1, peptide, semaglutide, tirzepatide",4,,"repo roster (discovery:result:peptide supplier ""Colorado"" lab tested)",,,,,,,ok_chromium,4,
Peptide Therapy in Hartford County CT. Lab-Guided Dosing,unknown (discovered via search),https://yoursuperiorwellness.com/,yoursuperiorwellness.com,info@yoursuperiorwellness.com,info@yoursuperiorwellness.com,website,https://yoursuperiorwellness.com/privacy-policy/,(860) 494-2050,,,,yes,Connecticut,manufacturing_lab,,,"glp-1, nad+, peptide, peptides",4,,"repo roster (discovery:result:peptide supplier ""Connecticut"" lab tested)",,,,,,,ok,5,
"Peptide Therapy in Idaho | Boise, Meridian & Twin Falls",unknown (discovered via search),https://hormonesweightloss.com/,hormonesweightloss.com,info@hormonesweightloss.com,info@hormonesweightloss.com,website,https://hormonesweightloss.com/,(208) 212-1866; (208) 493-3350; (208) 816-3843,,,,yes,Idaho,manufacturing_lab,,,"glp-1, nad+, peptide, peptides",4,,"repo roster (discovery:result:research peptides company ""Idaho"")",,,,,,,ok,6,
Peptides | GMI - Trusted Laboratory Solutions,unknown (discovered via search),https://gmi-inc.com/,gmi-inc.com,sales@gmi-inc.com,sales@gmi-inc.com; jonv@gmi-inc.com,website,https://www.gmi-inc.com/contact-us/,(763) 334-6386; (763) 712-8724; (866) 410-8226,,,,yes,Alabama,manufacturing_lab,yes,,"glp-1, peptide, peptides, semaglutide",4,,"repo roster (discovery:result:peptide supplier ""Indiana"" lab tested)",,,,,,,ok_chromium,5,
Research peptides,unknown (discovered via search),https://bebetterpeptides.com/,bebetterpeptides.com,support@bebetterpeptides.com,support@bebetterpeptides.com; liam@bebetterpeptides.com; bebetterpeptides@outlook.com,website,https://bebetterpeptides.com/policies/contact-information,,,,,yes,Georgia,consumer_and_research,yes,,"bpc-157, ghk-cu, peptide, peptides",4,,"repo roster (discovery:result:""powered by shopify"" research peptides)",,,,,,,ok,7,
Shop VAYN Research ↗,unknown (discovered via search),https://vayn.co/,vayn.co,contact@vayn.co,contact@vayn.co,website,https://vayn.co/,(833) 700-8296,,,,yes,,research_only,yes,yes,"ghk-cu, peptide, peptides, tesamorelin",4,,repo roster (listdeep:peptideprices.net),,,,,,,ok_chromium,5,
Telehealth Peptide Therapy in South Dakota - Thrivelab,unknown (discovered via search),https://thrivelab.com/,thrivelab.com,support@thrivelab.com,support@thrivelab.com; hello@thrivelab.com; legal@thrivelab.com; privacy@thrivelab.com; support@thrivelab.com.prescription,website,https://thrivelab.com/,(737) 377-1600; (800) 778-7879,,,,yes,Nevada,compounding_pharmacy,yes,,"glp-1, peptide, peptides, semaglutide",4,,"repo roster (discovery:result:peptide supplier ""South Dakota"" lab tested)",,,,,,,ok,4,
Terms & Conditions - Purgo Labs,unknown (discovered via search),https://purgolabs.com/,purgolabs.com,support@purgolabs.com,support@purgolabs.com,website,https://purgolabs.com/,(800) 952-5210,,,,yes,Arizona,manufacturing_lab,yes,yes,"cjc-1295, ghk-cu, peptide, peptides",4,,"repo roster (discovery:result:peptide ""subscribe and save"" research)",,,,,,,ok,7,
The FDA began issuing warning letters to peptide vendors and,unknown (discovered via search),https://onwardaminos.com/,onwardaminos.com,contact@onwardaminos.com,contact@onwardaminos.com; operator@command.mil,website,https://onwardaminos.com/,,,,,yes,,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, peptide, peptides",4,,repo roster (listdeep:mirrorplasticsurgery.com),,,,,,,ok,6,
Visit site ↗,unknown (discovered via search),https://lostcoastaminos.com/,lostcoastaminos.com,support@lostcoastaminos.com,support@lostcoastaminos.com; info@lostcoastaminos.com; sales@lostcoastaminos.com,website,https://lostcoastaminos.com/,,,,,yes,,research_only,yes,yes,"ghk-cu, melanotan, peptide, peptides",4,,repo roster (listdeep:peptideprices.net),,,,,,,ok,7,
About Evo Peptides | Wisconsin Research Peptide Supplier,unknown (discovered via search),https://evopeptidesus.com/,evopeptidesus.com,info@evopeptidesus.com,info@evopeptidesus.com,website,https://evopeptidesus.com/,(715) 644-8452,,,,yes,Wisconsin,research_only,yes,yes,"ghk-cu, peptide, peptides",3,,"repo roster (discovery:result:research peptides company ""Wisconsin"")",,,,,,,ok,7,
About Us | Peptide Synthesis & Bioanalysis | Gyros Protein ...,unknown (discovered via search),https://gyrosproteintechnologies.com/,gyrosproteintechnologies.com,support.europe@gyrosproteintech.com,support.europe@gyrosproteintech.com; support.northamerica@gyrosproteintech.com; support@firstsourcels.com; supportjp@gyrosproteintech.com; info.blogs@mesalabs.com; info@bio-gene.com.hk,website,https://gyrosproteintechnologies.com/,(216) 427-0566; (520) 629-9626; (520) 629-9806,,,,yes,Arizona,manufacturing_lab,,,"glp-1, peptide, peptides",3,,"repo roster (discovery:result:research peptides company ""Arizona"")",,,,,,,ok,7,
bioviridians.com/coa-search.html,unknown (discovered via search),https://bioviridians.com/,bioviridians.com,info@bioviridians.com,info@bioviridians.com,website,https://bioviridians.com/contact.html,,,,,yes,Texas,consumer_and_research,,,"peptide, peptides, tirzepatide",3,,repo roster (listdeep:profpeptide.com),,,,,,,ok,2,
Good Science Peptides: Premium Research Peptides | 99%+ Purity ...,unknown (discovered via search),https://goodsciencepeptides.com/,goodsciencepeptides.com,gspeptides@outlook.com,gspeptides@outlook.com,website,https://goodsciencepeptides.com/,(307) 751-2377,,,,yes,,manufacturing_lab,yes,yes,"5-amino-1mq, peptide, peptides",3,,repo roster (discovery:result:myshopify peptides research),,,,,,,ok,7,
Home - Boulder Peptide Foundation,unknown (discovered via search),https://boulderpeptide.org/,boulderpeptide.org,support@boulderpeptide.org,support@boulderpeptide.org; info@boulderpeptide.org,website,https://boulderpeptide.org/privacy-policy/,(720) 318-2339,,,,yes,Colorado,consumer_and_research,,,"peptide, peptides, semaglutide",3,,"repo roster (discovery:result:research peptides company ""Colorado"")",,,,,,,ok,5,
How Midwest Peps Ensures Reliable Research Materials,unknown (discovered via search),https://midwestpeps.net/,midwestpeps.net,support@midwestpeps.net,support@midwestpeps.net,website,https://midwestpeps.net/contact-us/,,,,,no,,research_only,yes,yes,"peptide, peptides, tesamorelin",3,,"repo roster (discovery:result:research peptides company ""Kansas"")",,,,,,,ok,2,
Lab-Verified Copper Peptide Tonics - About PLU Laboratories,unknown (discovered via search),https://plulaboratories.com/,plulaboratories.com,productteam@plulaboratories.com,productteam@plulaboratories.com,website,https://plulaboratories.com/,,,,,yes,Illinois,consumer_and_research,yes,,"ghk-cu, peptide, peptides",3,,"repo roster (discovery:result:peptide supplier ""Illinois"" lab tested)",,,,,,,ok,6,
Laboratory Network,unknown (discovered via search),https://laboratorynetwork.com/,laboratorynetwork.com,info@lifescienceconnect.com,info@lifescienceconnect.com; privacy@lifescienceconnect.com,website,https://www.laboratorynetwork.com/solution/contact-laboratory-network,(215) 675-1800; (724) 940-7555; (814) 897-7700,,,,yes,New York,consumer_and_research,,,"ghk-cu, peptide, peptides",3,,repo roster (listdeep:pharmasource.global),,,,,,,ok,5,
Open PeptideCalc.io →,unknown (discovered via search),https://peptidecalc.io/,peptidecalc.io,feedback@peptidecalc.io,feedback@peptidecalc.io,website,https://peptidecalc.io/,(673) 973-7107,,,,yes,,consumer_and_research,,,"glp-1, peptide, peptides",3,,repo roster (listdeep:pepsider.com),,,,,,,ok,5,
