vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Solira,unknown (not stated on list),https://soliralab.com/,soliralab.com,support@soliralab.com,support@soliralab.com,website,https://soliralab.com/contact/,,,,,yes,Florida,research_only,yes,yes,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, retatrutide, semaglutide, tb-500, thymosin, tirzepatide",13,,Finnrick,,https://www.finnrick.com/vendors/solira,,0,0,active,ok,7,
ViroGenix,unknown (not stated on list),https://virogenix.nl/,virogenix.nl,info@virogenix.nl,info@virogenix.nl,website,https://virogenix.nl/,,,,,no,,consumer_and_research,,,"bpc-157, dsip, ghk-cu, ipamorelin, kisspeptin, melanotan, peptide, peptides, pt-141, retatrutide, selank, semax, ss-31",13,,Finnrick,,https://www.finnrick.com/vendors/virogenix,,0,0,Trading,ok,1,
ASPN Labs,unknown (not stated on list),https://aspnlabs.org/,aspnlabs.org,irene@aspnlabs.org,irene@aspnlabs.org; support@aspnlabs.com,website,https://aspnlabs.org/,(314) 314-5988,,,,yes,New York,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, glp-1, ipamorelin, mots-c, nad+, oxytocin, peptide, peptides, sermorelin, tb-500, tirzepatide",12,,Finnrick,,https://www.finnrick.com/vendors/aspn-labs,,0,0,Trading,ok,5,
Atlas Peptides,unknown (not stated on list),https://atlaspeptidelab.com/,atlaspeptidelab.com,info@atlaspeptidelab.com,info@atlaspeptidelab.com; hello@atlaspeptidelab.com,website,https://atlaspeptidelab.com/contact/,,,,,yes,California,research_only,yes,yes,"bpc-157, ghk-cu, glp-1, nad+, peptide, peptides, pt-141, selank, semax, ss-31, tb-500, tesamorelin",12,,Finnrick,,https://www.finnrick.com/vendors/atlas-peptides,,0,0,active,ok,4,
DNLABResearch,unknown (discovered via search),https://dnlabresearch.com/,dnlabresearch.com,info@dnlabresearch.com,info@dnlabresearch.com,website,https://dnlabresearch.com/,(346) 615-1692,,,,yes,,research_only,yes,yes,"bpc-157, epitalon, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, ss-31, tb500, thymosin",12,,repo roster (discovery:outlink:list:exploring-peptides.com),,,,,,,ok,6,
EHZ Peptides,unknown (not stated on list),https://ehzpeptides.com/,ehzpeptides.com,contact@ehzpeptides.com,contact@ehzpeptides.com,website,https://ehzpeptides.com/,,,,,yes,,manufacturing_lab,yes,yes,"bpc-157, epitalon, ghk-cu, melanotan, mots-c, peptide, peptides, retatrutide, semaglutide, tb-500, thymosin, tirzepatide",12,,Finnrick,,https://www.finnrick.com/vendors/ehz-peptides,,,,,ok,4,Finnrick retatrutide tests (public sample): 0 pass / 0 fail; Finnrick retatrutide rating 90%; WhatsApp-first seller per Finnrick; no channels on file; Finnrick reta 90%
Hanpro Peptide,unknown (not stated on list),https://hanpropeptides.com/,hanpropeptides.com,admin@honesty-factory.com,admin@honesty-factory.com; damaizh42@gmail.com,website,https://hanpropeptides.com/,(852) 445-5184,,,,no,,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, hexarelin, ipamorelin, kisspeptin, oxytocin, peptide, peptides, retatrutide, tb-500, tesamorelin, tirzepatide",12,,Finnrick,,https://www.finnrick.com/vendors/hanpro-peptide,,0,0,Trading,ok,7,
Henan Runlian New Material,unknown (not stated on list),https://hnrunlianpeptide.com/,hnrunlianpeptide.com,admin@hnrunlian.com,admin@hnrunlian.com,website,https://hnrunlianpeptide.com/,(303) 861-5176; (333) 957-9064; (447) 526-8693,,,,no,,manufacturing_lab,,,"aod9604, bpc157, nad+, peptide, peptides, pt-141, selank, semax, ss-31, tb-500, tb500, thymosin",12,,Finnrick,,https://www.finnrick.com/vendors/henan-runlian-new-material,,0,0,Trading,ok,1,
Hong Kong Burson PolyPeptide RD Limited,unknown (not stated on list),https://hkburson.com/,hkburson.com,pj91920107@icloud.com,pj91920107@icloud.com,website,https://hkburson.com/,(852) 667-1708; (861) 926-3496,,,,no,,consumer_and_research,,,"cagrilintide, cjc-1295, glp-1, ipamorelin, peptide, peptides, semaglutide, semax, ss-31, tb-500, tb500, thymosin",12,,Finnrick,,https://www.finnrick.com/vendors/hong-kong-burson-polypeptide-rd-limited,,0,0,Trading,ok,5,
Janoshik Analytical Review: The Story Behind the Gray Market's Most ...,unknown (discovered via search),https://peptideprotocolwiki.com/,peptideprotocolwiki.com,contact@peptideprotocolwiki.com,contact@peptideprotocolwiki.com,website,https://peptideprotocolwiki.com/,,,,,yes,,compounding_pharmacy,,,"5-amino-1mq, bpc-157, cjc-1295, ghk-cu, glp-1, melanotan, nad+, peptide, peptides, pt-141, semaglutide, tirzepatide",12,,repo roster (discovery:result:janoshik tested vendors USA),,,,,,,ok,5,
M-Peptides,unknown (not stated on list),https://mpeptides.com/,mpeptides.com,support@masterspeptides.com,support@masterspeptides.com,website,https://mpeptides.com/contact-us/,,,,,yes,GA,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, epitalon, ghk-cu, melanotan, mots-c, nad+, peptide, peptides, pt-141, semax, tb500",12,,Finnrick,,https://www.finnrick.com/vendors/m-peptides,,,,,ok,5,Finnrick tirzepatide tests (public sample): 1 pass / 0 fail
Modern Peptides,unknown (not stated on list),https://modernpeptides.com/,modernpeptides.com,info@modern-peptides.com,info@modern-peptides.com; team@modern-peptides.com,website,https://modernpeptides.com/,,,,,yes,California,research_only,yes,yes,"bpc-157, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, selank, semax, tb500, tesamorelin, thymosin",12,,Finnrick,,https://www.finnrick.com/vendors/modern-peptides,,0,0,Trading,ok,1,
Moglabs,unknown (not stated on list),https://moglabs.bio/,moglabs.bio,cs@moglabs.bio,cs@moglabs.bio,website,https://moglabs.bio/terms-of-service,(800) 222-1222; (800) 225-5345; (800) 275-8777,,,,yes,Wyoming,manufacturing_lab,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, dsip, ghk-cu, hexarelin, ipamorelin, peptide, peptides, tb-500",12,,PeptiPrices,,,,,,,ok,5,
NuoPeptide,unknown (not stated on list),https://nuopeptide.com/,nuopeptide.com,changyuanpolypeptide@outlook.com,changyuanpolypeptide@outlook.com; nuopeptide@outlook.com,website,https://nuopeptide.com/,(852) 553-6357,,,,yes,,manufacturing_lab,yes,yes,"5-amino-1mq, aod9604, bpc157, cagrilintide, cjc1295, dsip, ghk-cu, hexarelin, ipamorelin, melanotan, peptide, peptides",12,,Finnrick,,https://www.finnrick.com/vendors/nuopeptide,,0,0,active,ok,4,
Omnio Peptide,unknown (not stated on list),https://omniopeptides.com/,omniopeptides.com,sales@omniopeptides.com,sales@omniopeptides.com,website,https://omniopeptides.com/,(702) 521-1678,,,,no,,manufacturing_lab,,yes,"bpc-157, ghk-cu, glp-1, mots-c, nad+, peptide, peptides, retatrutide, semaglutide, tb-500, tesamorelin, tirzepatide",12,,Finnrick,,https://www.finnrick.com/vendors/omnio-peptide,,0,0,Trading,ok,1,
Peptide Direct,unknown (not stated on list),https://peptidedirect.com/,peptidedirect.com,support@peptidedirect.com,support@peptidedirect.com; realjoshzwagil@gmail.com,website,https://peptidedirect.com/contact-us/,(443) 204-2828,,,,yes,MI,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, dsip, epitalon, ghk-cu, ipamorelin, melanotan, mots-c, peptide, peptides, pt-141, tb500",12,,Finnrick,,https://www.finnrick.com/vendors/peptide-direct,,0,0,Trading,ok,5,
Peptide Supply Line,unknown (not stated on list),https://peptidesupplyline.com/,peptidesupplyline.com,contact@elyrainstitute.com,contact@elyrainstitute.com; peptidesupplyline@gmail.com,website,https://peptidesupplyline.com/contact-us/,(516) 669-0775,,,,no,,research_only,yes,yes,"bpc-157, cjc1295, ghk-cu, glp-1, ipamorelin, peptide, peptides, semaglutide, ss-31, tb-500, tesamorelin, tirzepatide",12,,Finnrick,,https://www.finnrick.com/vendors/peptide-supply-line,,0,0,active,ok,6,
Purity Peptides,unknown (not stated on list),https://puritypeptides.ca/,puritypeptides.ca,support@puritypeptides.is,support@puritypeptides.is; nsupport@puritypeptides.is,website,https://puritypeptides.ca/contact,,,,,yes,,manufacturing_lab,yes,yes,"5-amino-1mq, bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, tb-500, tesamorelin, thymosin",12,,Finnrick,,https://www.finnrick.com/vendors/purity-peptides,,0,0,Trading,ok,7,
Rejuvenate Peptides,unknown (not stated on list),https://rejuvenatepeptides.com/,rejuvenatepeptides.com,info@rejuvenatepeptides.com,info@rejuvenatepeptides.com,website,https://rejuvenatepeptides.com/,(226) 693-2403; (265) 727-8691; (359) 279-3598,,,,yes,California,research_only,yes,yes,"aod-9604, bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, tb-500, tesamorelin, thymosin",12,,Finnrick,,https://www.finnrick.com/vendors/rejuvenate-peptides,,0,0,Trading,ok,5,
Rhome Peptides,unknown (not stated on list),https://rhomelabs.com/,rhomelabs.com,rhomepeptides@gmail.com,rhomepeptides@gmail.com,website,https://rhomelabs.com/contact,,,,,yes,,research_only,,yes,"bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, retatrutide, tb-500, tesamorelin, tirzepatide",12,,Finnrick,,https://www.finnrick.com/vendors/rhome-peptides,,0,0,active,ok_chromium,2,
SP Research,unknown (not stated on list),https://spresearchcenter.com/,spresearchcenter.com,sales@spresearchcenter.com,sales@spresearchcenter.com,website,https://spresearchcenter.com/,(773) 941-1796; (852) 464-3089; (852) 563-7539,,,,no,,research_only,,yes,"bpc157, peptide, peptides, semaglutide, semax, sermorelin, ss-31, tb500, tesamorelin, tesofensine, thymosin, tirzepatide",12,,Finnrick,,https://www.finnrick.com/vendors/sp-research,,0,0,Trading,ok,7,
Sunrise Bio Research,unknown (discovered via search),https://sunrisebioresearch.com/,sunrisebioresearch.com,sunrisebioresearch@gmail.com,sunrisebioresearch@gmail.com,website,https://sunrisebioresearch.com/contact/,(442) 436-5434,,,,no,,research_only,yes,yes,"bpc-157, cagrilintide, cjc-1295, ghk-cu, ipamorelin, nad+, peptide, peptides, pt-141, selank, semax, tesamorelin",12,,repo roster (correspondence_or_drive),,,,,,,ok,3,
Vincere Vitae,unknown (not stated on list),https://vincerevitae.com/,vincerevitae.com,support@vincerevitae.com,support@vincerevitae.com,website,https://vincerevitae.com/,,,,,yes,,research_only,,yes,"bpc-157, cjc-1295, epitalon, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, selank, semax, tb-500",12,,Finnrick,,https://www.finnrick.com/vendors/vincere-vitae,,0,0,Trading,ok,5,
BP Peps,unknown (not stated on list),https://bpsupplies.shop/,bpsupplies.shop,contact@bpspeps.com,contact@bpspeps.com; bpspeps@gmail.com,website,https://bpsupplies.shop/,(801) 876-0277,,,,no,,research_only,,yes,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, retatrutide, tb-500, tesamorelin",11,,Finnrick,,https://www.finnrick.com/vendors/bp-peps,,0,0,active,ok,1,
Browse Providers,unknown (discovered via search),https://peptidesnearby.com/,peptidesnearby.com,info@peptidesnearby.com,info@peptidesnearby.com,website,https://peptidesnearby.com/privacy,,,,,yes,Colorado,consumer_and_research,,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",11,,repo roster (discovery:outlink:list:peptidegrades.com),,,,,,,ok,4,
Colorado Research Peptides,unknown (not stated on list),https://coloradoresearchpeptides.com/,coloradoresearchpeptides.com,coloradoresearchpeptides@gmail.com,coloradoresearchpeptides@gmail.com,website,https://coloradoresearchpeptides.com/,(303) 981-3117,,,,yes,Colorado,manufacturing_lab,yes,yes,"bpc157, cjc-1295, glp-1, ipamorelin, motsc, nad+, peptide, peptides, tb500, tesamorelin, thymosin",11,,Finnrick,,https://www.finnrick.com/vendors/colorado-research-peptides,,0,0,Trading,ok,4,
CrestBioLabs,unknown (not stated on list),https://crestbiolabs.com/,crestbiolabs.com,support@crestbiolabs.com,support@crestbiolabs.com,website,https://crestbiolabs.com/,(800) 439-2231,,,,yes,,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, melanotan, nad+, peptide, peptides, tb-500, thymosin",11,,Finnrick,,https://www.finnrick.com/vendors/crestbiolabs,,0,0,active,ok,4,
"Epitalon Peptide: Benefits, Dosage, Side Effects & Research (2026)",unknown (discovered via search),https://peptideadvisors.org/,peptideadvisors.org,garret@peppal.app,garret@peppal.app,website,https://peptideadvisors.org/,,,,,no,,consumer_and_research,,,"bpc-157, epitalon, ghk-cu, glp-1, mots-c, peptide, peptides, retatrutide, tb-500, tesamorelin, thymosin",11,,repo roster (discovery:result:epitalon for sale research use only),,,,,,,ok,2,reads like editorial/affiliate site
Hongke Biotechnology,unknown (not stated on list),https://hnhkpeptide.com/,hnhkpeptide.com,info@hnhkpeptide.com,info@hnhkpeptide.com,website,https://hnhkpeptide.com/,(756) 572-4281,,,,no,,manufacturing_lab,,,"aod9604, bpc-157, bpc157, ghk-cu, mots-c, nad+, peptide, peptides, selank, ss-31, tb500",11,,Finnrick,,https://www.finnrick.com/vendors/hongke-biotechnology,,0,0,Trading,ok,1,
Jinan Wanfushun,unknown (not stated on list),https://wanfs.cn/,wanfs.cn,info@wanfs.cn,info@wanfs.cn,website,https://www.wanfs.cn/,(852) 626-5815; (861) 930-3297,,,,yes,,consumer_and_research,,,"aod9604, ghk-cu, hexarelin, ipamorelin, kisspeptin, oxytocin, peptide, peptides, sermorelin, tesamorelin, thymosin",11,,Finnrick,,https://www.finnrick.com/vendors/jinan-wanfushun,,0,0,Trading,ok,3,
Lux Synth Aminos,unknown (not stated on list),https://luxsynthaminos.com/,luxsynthaminos.com,luxsynthaminos@gmail.com,luxsynthaminos@gmail.com,website,https://luxsynthaminos.com/,(909) 506-7706,,,,yes,Delaware,consumer_and_research,,,"bpc-157, cjc-1295, ghk-cu, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, tb-500, tesamorelin",11,,Finnrick,,https://www.finnrick.com/vendors/lux-synth-aminos,,,,,ok,4,Finnrick retatrutide tests (public sample): 1 pass / 0 fail
Novabio Research,unknown (not stated on list),https://novabioresearchlab.com/,novabioresearchlab.com,service@novabioresearchlab.com,service@novabioresearchlab.com,website,https://novabioresearchlab.com/,(662) 408-5873; (662) 409-5873; (920) 473-1512,,,,yes,New Jersey,research_only,yes,yes,"bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, retatrutide, tb-500, tirzepatide",11,,Finnrick,,https://www.finnrick.com/vendors/novabio-research,,0,0,active,ok,7,
O OptimalPep A $ 76.50 $ 7.65 /mg,unknown (discovered via search),https://optimal-pep.com/,optimal-pep.com,support@optimal-pep.com,support@optimal-pep.com,website,https://optimal-pep.com/contact/,(833) 805-6982; (904) 834-9822,,,,yes,Florida,manufacturing_lab,yes,yes,"cjc-1295, ghk-cu, kisspeptin, melanotan, mots-c, nad+, peptide, peptides, selank, semax, tesamorelin",11,,repo roster (discovery:outlink:list:peptidegrades.com),,,,,,,ok_chromium,5,
Pepix Labs,unknown (not stated on list),https://pepixlabs.com/,pepixlabs.com,support@pepixlabs.com,support@pepixlabs.com; orders@pepixlabs.com; billing@pepixlabs.com; compliance@pepixlabs.com; james@pepixlabs.com; research@pepixlabs.com,website,https://pepixlabs.com/,,,,,yes,Ohio,research_only,yes,yes,"bpc-157, ghk-cu, glp-1, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, pt-141, tb-500",11,,Finnrick,,https://www.finnrick.com/vendors/pepix-labs,,0,0,Trading,ok,7,
PeptiNova,unknown (not stated on list),https://peptinovas.com/,peptinovas.com,email:peptinovas@outlook.com,email:peptinovas@outlook.com; peptinovas@outlook.com,website,https://peptinovas.com/,,,,,no,,research_only,yes,yes,"bpc157, dsip, ghk-cu, mots-c, nad+, peptide, retatrutide, semaglutide, tb500, tesamorelin, tirzepatide",11,,Finnrick,,https://www.finnrick.com/vendors/peptinova,,0,0,active,ok,7,
"Selank Anxiety Peptide: Dosage, Nootropic Benefits & Risks",unknown (discovered via search),https://jaycampbell.com/,jaycampbell.com,contact@jaycampbell.com,contact@jaycampbell.com; media@jaycampbell.com; contact@trtrevolution.com,website,https://jaycampbell.com/about-jay/,,,,,yes,California,consumer_and_research,,,"aod-9604, bpc-157, ghk-cu, glp-1, ipamorelin, peptide, peptides, semaglutide, tb-500, thymosin, tirzepatide",11,,repo roster (discovery:result:selank for sale research use only),,,,,,,ok,6,
SP Lab,unknown (not stated on list),https://splabcenter.com/,splabcenter.com,info@splabcenter.com,info@splabcenter.com,website,https://splabcenter.com/,(773) 941-1796; (852) 646-0725; (852) 901-7094,,,,no,,research_only,,yes,"bpc157, ghk-cu, ipamorelin, peptide, peptides, retatrutide, semaglutide, semax, tesamorelin, tesofensine, tirzepatide",11,,Finnrick,,https://www.finnrick.com/vendors/sp-lab,,0,0,active,ok_chromium,4,
SS Peptide,unknown (not stated on list),https://sspeptide.com/,sspeptide.com,sales@zepeptide.com,sales@zepeptide.com; wjy00622@gmail.com,website,https://sspeptide.com/,,,,,yes,,manufacturing_lab,yes,yes,"5-amino-1mq, bpc157, cagrilintide, cjc1295, ipamorelin, peptide, peptides, retatrutide, semaglutide, tesamorelin, tirzepatide",11,,Finnrick,,https://www.finnrick.com/vendors/ss-peptide,,0,0,Trading,ok,3,
True Form Peptides,unknown (not stated on list),https://trueformpeptides.com/,trueformpeptides.com,support@trueformpeptides.com,support@trueformpeptides.com,website,https://trueformpeptides.com/,(877) 978-7836,,,,yes,Wyoming,research_only,yes,yes,"5-amino-1mq, bpc-157, dsip, epitalon, ghk-cu, kisspeptin, melanotan, peptide, peptides, tb-500, tesamorelin",11,,Finnrick,,https://www.finnrick.com/vendors/true-form-peptides,,0,0,Trading,ok,7,
U Peptide,unknown (not stated on list),https://zzyqm.com/,zzyqm.com,aisha@yyqbio.com,aisha@yyqbio.com; monica@yyqbio.com,website,https://zzyqm.com/pages/contact-us,,,,,no,,manufacturing_lab,yes,,"bpc-157, cjc-1295, ipamorelin, nad+, peptide, peptides, selank, semaglutide, semax, tb-500, tirzepatide",11,,Finnrick,,https://www.finnrick.com/vendors/u-peptide,,0,0,Trading,ok,3,
Vantage Aminos,unknown (not stated on list),https://vantageaminos.co/,vantageaminos.co,support@vantageaminos.co,support@vantageaminos.co; wholesale@vantageaminos.co; researcher@lab.com,website,https://vantageaminos.co/,,,,,yes,Texas,manufacturing_lab,yes,yes,"5-amino-1mq, aod-9604, aod9604, bpc-157, bpc157, cjc-1295, ghk-cu, ipamorelin, peptide, peptides, tb-500",11,,Finnrick,,https://www.finnrick.com/vendors/vantage-aminos,,0,0,Trading,ok,7,
VialBench,unknown (not stated on list),https://vialbench.com/,vialbench.com,vbresearchpeps@gmail.com,vbresearchpeps@gmail.com,website,https://vialbench.com/policies/contact-information,(775) 393-9275,,,,yes,California,research_only,,yes,"5-amino-1mq, bpc-157, cjc1295, ghk-cu, ipamorelin, nad+, peptide, peptides, retatrutide, tesamorelin, tirzepatide",11,,Finnrick,,https://www.finnrick.com/vendors/vialbench,,0,0,Trading,ok,7,
Wingem Polypeptide Biotech,unknown (not stated on list),https://wingembiotech.com/,wingembiotech.com,amelia.tide518@gmail.com,amelia.tide518@gmail.com,website,https://wingembiotech.com/,(852) 446-7568; (852) 705-0753,,,,no,,consumer_and_research,,,"ghk-cu, mots-c, nad+, peptide, peptides, retatrutide, semaglutide, ss-31, tb500, tesamorelin, tirzepatide",11,,Finnrick,,https://www.finnrick.com/vendors/wingem-polypeptide-biotech,,0,0,active,ok,1,
Elite Edge Biotech,unknown (not stated on list),https://eliteedgebiotech.com/,eliteedgebiotech.com,info@eliteedgebiotech.com,info@eliteedgebiotech.com; admin@eliteedgebiotech.com; support@eliteedgebiotech.biz,website,https://eliteedgebiotech.com/,(418) 249-8202; (800) 975-6951,,,,yes,Nevada,manufacturing_lab,yes,yes,"aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, peptide, peptides, tb-500, tesamorelin",10,,Finnrick,,https://www.finnrick.com/vendors/elite-edge-biotech,,0,0,Trading,ok,5,
Eternal Pep,unknown (not stated on list),https://eternalpep.com/,eternalpep.com,support@eternalpep.com,support@eternalpep.com; info@eternalpep.com,website,https://eternalpep.com/,,,,,yes,California,research_only,yes,yes,"5-amino-1mq, epitalon, oxytocin, peptide, peptides, selank, sermorelin, ss-31, tb-500, tesamorelin",10,,Finnrick,,https://www.finnrick.com/vendors/eternal-pep,,0,0,active,ok,5,
Evo Labs Research,unknown (not stated on list),https://evolabsresearch.co/,evolabsresearch.co,support@evolabsresearch.co,support@evolabsresearch.co,website,https://evolabsresearch.co/,(813) 694-9340,,,,yes,Florida,manufacturing_lab,yes,yes,"5-amino-1mq, bpc-157, cagrilintide, ghk-cu, glp-1, mots-c, nad+, peptide, peptides, semax",10,,Finnrick,,https://www.finnrick.com/vendors/evo-labs-research,,0,0,active,ok,7,
Life Ignite Research,unknown (discovered via search),https://lifeigniteresearch.com/,lifeigniteresearch.com,info@lifeigniteresearch.com,info@lifeigniteresearch.com,website,https://lifeigniteresearch.com/privacy-policy,,,,,no,,research_only,yes,yes,"bpc-157, dsip, epitalon, ipamorelin, mots-c, peptide, peptides, selank, tb-500, tesamorelin",10,,repo roster (correspondence_or_drive),,,,,,,ok_chromium+deep,8,
Peptide Makers,unknown (not stated on list),https://peptidemakers.com/,peptidemakers.com,peptidemakers@outlook.com,peptidemakers@outlook.com,website,https://peptidemakers.com/,(304) 910-7131,,,,yes,,manufacturing_lab,yes,yes,"cjc-1295, ghk-cu, nad+, peptide, peptides, retatrutide, sermorelin, tb500, tesamorelin, tirzepatide",10,,Finnrick,,https://www.finnrick.com/vendors/peptide-makers,,0,0,Trading,ok,7,
Purus Peptides,unknown (not stated on list),https://puruspeptides.com/,puruspeptides.com,support@puruspeptides.com,support@puruspeptides.com,website,https://puruspeptides.com/,(757) 840-8284,,,,yes,Virginia,manufacturing_lab,yes,yes,"aod-9604, ghk-cu, ipamorelin, kisspeptin, peptide, peptides, selank, semax, tesofensine, thymosin",10,,Finnrick,,https://www.finnrick.com/vendors/purus-peptides,,0,0,Trading,ok,7,
Science Peptide Lab,unknown (not stated on list),https://sciencepeptidelab.com/,sciencepeptidelab.com,queens@sciencepeptidelab.com,queens@sciencepeptidelab.com,website,https://sciencepeptidelab.com/,,,,,no,,manufacturing_lab,,,"bpc-157, cjc-1295, ghk-cu, ipamorelin, peptide, peptides, retatrutide, semaglutide, tb-500, tirzepatide",10,,Finnrick,,https://www.finnrick.com/vendors/science-peptide-lab,,0,0,active,ok,1,
Simon Compounding,unknown (not stated on list),https://simonsrx.com/,simonsrx.com,contact@simonsrx.com,contact@simonsrx.com; ops@simonsrx.com; purchasing@simonsrx.com; qa@simonsrx.com,website,https://simonsrx.com/contact/,(310) 391-5241; (392) 022-0090; (460) 441-2024,,,,yes,Wyoming,manufacturing_lab,,yes,"bpc-157, cagrilintide, dsip, ghk-cu, peptide, peptides, selank, semaglutide, semax, tb-500",10,,Finnrick,,https://www.finnrick.com/vendors/simon-compounding,,0,0,Trading,ok,7,
US Peptides,unknown (not stated on list),https://uspeptides.com/,uspeptides.com,info@uspeptides.com,info@uspeptides.com,website,https://uspeptides.com/contact/,(844) 993-3737,,,,yes,California,research_only,yes,yes,"bpc-157, cjc-1295, hexarelin, ipamorelin, melanotan, peptide, peptides, sermorelin, tb-500, thymosin",10,,Finnrick,,https://www.finnrick.com/vendors/us-peptides,,0,0,Trading,ok,3,
Vertex Labs,unknown (not stated on list),https://vertexpeptideslab.org/,vertexpeptideslab.org,info@vertexpeptideslab.org,info@vertexpeptideslab.org,website,https://vertexpeptideslab.org/,,,,,yes,California,manufacturing_lab,yes,yes,"5-amino-1mq, aod-9604, bpc-157, cjc-1295, ipamorelin, mots-c, nad+, peptide, peptides, tesamorelin",10,,Finnrick,,https://www.finnrick.com/vendors/vertex-labs,,0,0,Trading,ok,7,
Xingtai Haoyi Import and Export Trading,unknown (not stated on list),https://haoyipeptide.com/,haoyipeptide.com,1073401410@qq.com,1073401410@qq.com,website,https://haoyipeptide.com/,(759) 107-3401; (850) 319-7759; (861) 850-3197,,,,no,,manufacturing_lab,,,"melanotan, mots-c, nad+, peptide, peptides, retatrutide, selank, semax, tb500, tesamorelin",10,,Finnrick,,https://www.finnrick.com/vendors/xingtai-haoyi-import-and-export-trading,,0,0,active,ok,1,
Andy Peps Studio,unknown (not stated on list),https://andypepsstudio.com/,andypepsstudio.com,info@apspeptide.com,info@apspeptide.com; andypeptidesstudio@gmail.com,website,https://andypepsstudio.com/,,,,,no,,research_only,yes,yes,"bpc157, kisspeptin, peptide, peptides, retatrutide, semaglutide, tb500, tesofensine, tirzepatide",9,,Finnrick,,https://www.finnrick.com/vendors/andy-peps-studio,,,,,ok,3,Finnrick tirzepatide tests (public sample): 1 pass / 0 fail; Finnrick tirzepatide rating 91%
Apex Peptide Group,unknown (not stated on list),https://apexpeptidegroup.com/,apexpeptidegroup.com,support@apexpeptidegroup.com,support@apexpeptidegroup.com; legal@apexpeptidegroup.com,website,https://apexpeptidegroup.com/,,,,,yes,Wyoming,research_only,yes,yes,"peptide, peptides, pt-141, selank, semax, ss-31, tb-500, tesamorelin, thymosin",9,,Finnrick,,https://www.finnrick.com/vendors/apex-peptide-group,,0,0,active,ok,6,
ApexLabs,unknown (not stated on list),https://shopapexlabs.net/,shopapexlabs.net,support@shopapexlabs.net,support@shopapexlabs.net; purchasing@acmelabs.com,website,https://shopapexlabs.net/,(260) 903-0163,,,,yes,California,research_only,yes,yes,"bpc-157, ghk-cu, mots-c, motsc, peptide, peptides, selank, semax, tesamorelin",9,,Finnrick,,https://www.finnrick.com/vendors/apexlabs,,0,0,Trading,ok,7,
Apollo Peptide Sciences,unknown (not stated on list),https://apollopeptidesciences.com/,apollopeptidesciences.com,support@apollopeptides.co,support@apollopeptides.co; support@apollopetides.co; 598-9220support@apollopetides.co,website,https://apollopeptidesciences.com/,(800) 598-9220,,,,yes,California,research_only,yes,yes,"bpc157, cjc1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, tb500",9,,Finnrick,,https://www.finnrick.com/vendors/apollo-peptide-sciences,,0,0,active,ok,7,
ARC Peptides,unknown (not stated on list),https://arcpeptidesusa.com/,arcpeptidesusa.com,ascend@arcpeptidesusa.com,ascend@arcpeptidesusa.com,website,https://arcpeptidesusa.com/,,,,,yes,Oklahoma,research_only,yes,yes,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, peptide, peptides, retatrutide, tb-500",9,,Finnrick,,https://www.finnrick.com/vendors/arc-peptides,,0,0,active,ok,4,
Bayside Research,unknown (not stated on list),https://baysidepeptides.shop/,baysidepeptides.shop,support@baysidepeptides.com,support@baysidepeptides.com,website,https://baysidepeptides.shop/,,,,,no,,research_only,yes,yes,"bpc-157, cjc-1295, ghk-cu, ipamorelin, nad+, peptide, peptides, tb-500, tesamorelin",9,,Finnrick,,https://www.finnrick.com/vendors/bayside-research,,0,0,Trading,ok,7,
